Random,sofifa_id,short_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url,PDF
0.597707408,232540,R. Takahashi,"LM, LWB, LB",65,65,750000,1000,27,16/07/1993,171,68,113161,Shonan Bellmare,Japanese J. League Division 1,1,MID,42,,9/01/2021,2022,163,Japan,,,,Left,4,2,1,74,52,57,66,56,72,63,52,44,57,59,67,59,54,55,65,73,74,75,64,76,55,64,89,67,47,64,55,65,55,46,45,57,59,59,9,9,10,6,12,,59+2,59+2,59+2,63,61,61,61,63,61+2,61+2,61+2,64+1,61+2,61+2,61+2,64+1,64+1,61+2,61+2,61+2,64+1,63+2,59+2,59+2,59+2,63+2,15+2,https://cdn.sofifa.net/players/232/540/22_120.png,https://cdn.sofifa.net/teams/113161/60.png,https://cdn.sofifa.net/flags/jp.png,,https://cdn.sofifa.net/flags/jp.png,0
0.057237623,224970,J. DompÃ©,"LM, LW",70,71,1900000,8000,25,12/08/1995,170,65,15005,SV Zulte Waregem,Belgian Jupiler Pro League,1,CDM,17,,31/01/2020,2023,18,France,,,,Right,2,3,1,73,69,70,73,41,55,78,63,41,66,73,73,80,75,63,70,75,72,84,64,86,79,81,59,50,76,57,39,67,68,57,73,31,49,47,11,7,9,11,12,,65+2,65+2,65+2,70,69,69,69,70,69+2,69+2,69+2,69+2,65+2,65+2,65+2,69+2,59+2,55+2,55+2,55+2,59+2,56+2,49+2,49+2,49+2,56+2,16+2,https://cdn.sofifa.net/players/224/970/22_120.png,https://cdn.sofifa.net/teams/15005/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/fr.png,1
0.166774501,204485,R. Mahrez,"RW, RM",86,86,65500000,220000,30,21/02/1991,179,67,10,Manchester City,English Premier League,1,AM,26,,10/07/2018,2023,97,Algeria,,,,Left,4,5,3,81,79,81,90,38,60,81,81,48,83,76,91,85,78,75,91,84,79,92,81,88,79,56,75,57,79,48,39,80,84,70,84,45,31,22,15,9,13,11,6,,78+3,78+3,78+3,85,83,83,83,85,85+1,85+1,85+1,84+2,78+3,78+3,78+3,84+2,64+3,61+3,61+3,61+3,64+3,58+3,48+3,48+3,48+3,58+3,18+3,https://cdn.sofifa.net/players/204/485/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/dz.png,0
0.812266526,238062,B. Baningime,"CDM, CM",67,76,2200000,2000,22,9/09/1998,178,70,80,Heart of Midlothian,Scottish Premiership,1,MID,6,,29/07/2021,2024,110,Dem. Rep. Congo,,,,Right,3,2,1,54,46,62,65,66,63,51,36,55,68,37,66,45,47,66,62,53,55,64,62,70,61,63,72,58,55,65,68,45,66,48,69,66,66,68,9,14,10,12,14,,53+2,53+2,53+2,57,57,57,57,57,60+2,60+2,60+2,59+2,64+2,64+2,64+2,59+2,64+2,66+2,66+2,66+2,64+2,63+2,64+2,64+2,64+2,63+2,18+2,https://cdn.sofifa.net/players/238/062/22_120.png,https://cdn.sofifa.net/teams/80/60.png,https://cdn.sofifa.net/flags/gb-sct.png,,https://cdn.sofifa.net/flags/cd.png,9
0.154638908,182037,Yao Hanlin,"CM, RW, RM",56,56,45000,1000,36,16/04/1985,175,60,112541,Wuhan FC,Chinese Super League,1,MID,8,,1/01/2010,2021,155,China,,,,Right,4,2,1,40,57,62,55,44,51,63,52,38,64,59,53,65,62,63,56,42,38,62,59,55,63,48,35,59,58,54,47,60,57,60,58,51,38,40,12,12,8,13,11,,54+2,54+2,54+2,55,55,55,55,55,57-1,57-1,57-1,55+1,56,56,56,55+1,49+2,52+2,52+2,52+2,49+2,47+2,48+2,48+2,48+2,47+2,17+2,https://cdn.sofifa.net/players/182/037/22_120.png,https://cdn.sofifa.net/teams/112541/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/cn.png,0
0.405061335,231472,E. Ntim,CB,68,73,1600000,3000,25,12/03/1996,179,72,110456,Valenciennes FC,French Ligue 2,2,CB,25,,1/07/2016,2022,117,Ghana,,,,Right,2,2,1,79,25,53,55,69,71,56,21,68,59,25,49,34,29,54,56,81,78,71,58,68,37,83,69,75,20,60,65,23,50,38,57,70,71,70,14,9,7,8,13,,46+2,46+2,46+2,51,47,47,47,51,50+2,50+2,50+2,54+2,53+2,53+2,53+2,54+2,65+2,63+2,63+2,63+2,65+2,66+2,68+2,68+2,68+2,66+2,16+2,https://cdn.sofifa.net/players/231/472/22_120.png,https://cdn.sofifa.net/teams/110456/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/gh.png,5
0.36448723,247942,A. BÄƒlan,ST,62,62,325000,2000,31,14/03/1990,185,81,310,Rapid BucureÈ™ti,Romanian Liga I,1,ST,9,,25/09/2020,2022,39,Romania,,,,Right,3,2,1,54,62,47,62,45,75,33,62,70,47,59,62,64,67,41,62,53,55,64,60,63,65,73,61,85,58,66,39,61,54,68,58,40,47,45,15,14,6,11,7,,62,62,62,56,59,59,59,56,57+2,57+2,57+2,55+2,53+2,53+2,53+2,55+2,49+2,51+2,51+2,51+2,49+2,49+2,54+2,54+2,54+2,49+2,17+2,https://cdn.sofifa.net/players/247/942/22_120.png,https://cdn.sofifa.net/teams/310/60.png,https://cdn.sofifa.net/flags/ro.png,,https://cdn.sofifa.net/flags/ro.png,0
0.020156807,226790,W. Ndidi,"CDM, CM",85,88,66500000,120000,24,16/12/1996,183,74,95,Leicester City,English Premier League,1,CDM,25,,5/01/2017,2024,133,Nigeria,,,,Right,4,3,1,67,62,69,74,87,83,53,50,72,78,68,72,60,60,75,77,65,68,69,88,66,80,90,90,78,70,87,90,67,67,57,80,87,90,85,13,14,7,7,13,,70+2,70+2,70+2,69,71,71,71,69,72+2,72+2,72+2,71+2,77+2,77+2,77+2,71+2,79+2,83+2,83+2,83+2,79+2,80+2,84+2,84+2,84+2,80+2,20+2,https://cdn.sofifa.net/players/226/790/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ng.png,3
0.211974051,220673,R. Tapia,"CDM, CM",79,83,22000000,25000,25,28/07/1995,185,80,450,RC Celta de Vigo,Spain Primera Division,1,CDM,14,,4/08/2020,2024,59,Peru,,,,Right,4,3,1,69,69,72,73,79,82,65,66,74,77,64,74,65,54,76,75,70,68,66,73,76,78,76,84,82,66,79,77,68,72,68,72,74,87,81,16,14,7,15,8,,72+2,72+2,72+2,71,72,72,72,71,72+2,72+2,72+2,72+2,75+2,75+2,75+2,72+2,76+2,78+2,78+2,78+2,76+2,76+2,79+2,79+2,79+2,76+2,20+2,https://cdn.sofifa.net/players/220/673/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/pe.png,4
0.591877326,226005,I. SantillÃ¡n,"LB, LWB, LM",67,67,875000,500,30,6/05/1991,172,70,111014,Club Universitario de Deportes,Peruvian Primera DivisiÃ³n,1,CDM,16,,10/11/2020,2021,59,Peru,,,,Left,2,3,1,72,59,65,66,62,65,67,55,43,67,55,66,52,60,65,66,73,72,76,60,66,63,58,70,65,64,61,64,56,65,63,59,61,65,66,14,14,12,12,7,,60+2,60+2,60+2,65,63,63,63,65,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,66+1,65+2,65+2,65+2,66+1,65+2,62+2,62+2,62+2,65+2,17+2,https://cdn.sofifa.net/players/226/005/22_120.png,https://cdn.sofifa.net/teams/111014/60.png,https://cdn.sofifa.net/flags/pe.png,,https://cdn.sofifa.net/flags/pe.png,0
0.005320551,251041,C. Dinu,"LB, CB",65,65,500000,2000,32,9/06/1989,175,70,113387,AFC Chindia TÃ¢rgoviÈ™te,Romanian Liga I,1,CB,15,,1/07/2011,2022,39,Romania,,,,Left,3,2,1,72,33,52,60,60,71,57,24,60,58,28,57,49,30,45,60,71,72,66,63,79,62,73,80,69,23,64,58,45,50,34,53,58,63,63,8,13,12,11,11,,51+2,51+2,51+2,54,53,53,53,54,53+2,53+2,53+2,57+2,55+2,55+2,55+2,57+2,63+2,60+2,60+2,60+2,63+2,63+2,62+2,62+2,62+2,63+2,17+2,https://cdn.sofifa.net/players/251/041/22_120.png,https://cdn.sofifa.net/teams/113387/60.png,https://cdn.sofifa.net/flags/ro.png,,https://cdn.sofifa.net/flags/ro.png,0
0.694050066,187031,J. Hyde,ST,60,60,210000,500,31,1/07/1990,185,84,1947,Wrexham AFC,English National League,5,ST,9,,18/07/2021,2023,14,England,,,,Right,3,2,1,64,59,50,59,27,70,46,60,60,55,51,57,44,48,44,59,63,65,68,58,64,59,75,71,74,56,57,20,61,54,60,59,27,22,18,9,14,6,14,6,,60,60,60,58,59,59,59,58,57+2,57+2,57+2,57+2,52+2,52+2,52+2,57+2,44+2,43+2,43+2,43+2,44+2,42+2,41+2,41+2,41+2,42+2,16+2,https://cdn.sofifa.net/players/187/031/22_120.png,https://cdn.sofifa.net/teams/1947/60.png,https://cdn.sofifa.net/flags/gb-wls.png,,https://cdn.sofifa.net/flags/gb-eng.png,0
0.341395758,215993,D. Miloc,"CM, CDM",66,66,825000,3000,30,16/10/1990,177,74,110394,Arsenal de SarandÃ­,Argentina Primera DivisiÃ³n,1,CDM,8,,13/07/2021,2022,52,Argentina,,,,Right,3,3,1,60,46,61,64,66,78,55,40,59,67,34,61,40,45,70,67,59,61,66,72,65,48,75,90,73,57,75,66,58,59,39,58,64,70,67,15,10,10,15,7,,57+2,57+2,57+2,60,60,60,60,60,62+2,62+2,62+2,63+2,66,66,66,63+2,67-1,69-3,69-3,69-3,67-1,67-1,68-2,68-2,68-2,67-1,18+2,https://cdn.sofifa.net/players/215/993/22_120.png,https://cdn.sofifa.net/teams/110394/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/ar.png,0
0.627942452,263550,R. Capellini,CB,61,69,700000,7000,21,1/03/2000,185,74,110069,CD MirandÃ©s,Spanish Segunda DivisiÃ³n,2,CB,15,Juventus,,2022,27,Italy,,,,Right,3,2,1,62,34,44,44,63,60,31,28,64,58,29,43,36,29,42,37,57,66,47,54,58,47,69,57,62,33,55,64,32,40,42,55,62,65,61,11,10,12,14,11,,44+2,44+2,44+2,43,43,43,43,43,44+2,44+2,44+2,44+2,47+2,47+2,47+2,44+2,54+2,55+2,55+2,55+2,54+2,57+2,61+2,61+2,61+2,57+2,16+2,https://cdn.sofifa.net/players/263/550/22_120.png,https://cdn.sofifa.net/teams/110069/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/it.png,8
0.077031748,213332,Bressan,"CB, RB",70,71,1500000,5000,28,15/01/1993,182,74,695,FC Dallas,USA Major League Soccer,1,CB,4,,13/02/2019,2021,54,Brazil,,,,Right,2,2,1,64,38,51,52,69,74,33,37,73,66,24,38,28,52,63,64,62,65,63,60,64,51,72,72,77,31,71,72,32,38,46,65,65,71,69,12,11,8,8,7,,51+2,51+2,51+2,48,49,49,49,48,50+2,50+2,50+2,51+2,56+2,56+2,56+2,51+2,62+2,67+2,67+2,67+2,62+2,65+2,70+1,70+1,70+1,65+2,15+2,https://cdn.sofifa.net/players/213/332/22_120.png,https://cdn.sofifa.net/teams/695/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/br.png,1
0.637430379,259823,J. Santacruz,ST,64,68,850000,500,24,17/10/1996,183,82,114578,Club Social y Deportivo MacarÃ¡,Ecuadorian Serie A,1,ST,27,,1/01/2020,2025,57,Ecuador,,,,Right,2,2,1,62,64,44,59,27,58,33,68,61,57,54,56,39,33,35,64,63,62,58,64,70,64,61,58,68,58,33,25,69,42,59,45,23,23,20,12,14,15,14,15,,64+2,64+2,64+2,58,61,61,61,58,58+2,58+2,58+2,56+2,51+2,51+2,51+2,56+2,43+2,41+2,41+2,41+2,43+2,41+2,39+2,39+2,39+2,41+2,19+2,https://cdn.sofifa.net/players/259/823/22_120.png,https://cdn.sofifa.net/teams/114578/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png,4
0.29621631,222692,B. Schmitz,"RB, CB",69,72,1700000,12000,26,17/11/1994,182,75,31,1. FC KÃ¶ln,German 1. Bundesliga,1,CB,2,,1/07/2018,2022,21,Germany,,,,Right,4,2,1,60,50,63,64,69,70,66,35,62,68,42,61,68,58,53,65,68,53,66,70,64,71,68,68,71,64,68,70,63,57,32,67,69,70,68,10,14,12,13,13,,59+2,59+2,59+2,61,61,61,61,61,61+2,61+2,61+2,62+2,63+2,63+2,63+2,62+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,19+2,https://cdn.sofifa.net/players/222/692/22_120.png,https://cdn.sofifa.net/teams/31/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png,3
0.743923902,241096,S. Tonali,"CDM, CM",77,86,22500000,25000,21,8/05/2000,181,79,47,AC Milan,Italian Serie A,1,CDM,8,,10/07/2021,2026,27,Italy,,,,Right,4,3,1,78,65,77,76,72,76,72,60,69,81,60,76,74,72,80,79,74,82,74,73,74,75,64,76,76,70,80,73,60,77,64,74,70,74,72,13,9,8,7,7,,70+2,70+2,70+2,73,73,73,73,73,75+2,75+2,75+2,75+2,76+2,76+2,76+2,75+2,75+2,76+2,76+2,76+2,75+2,74+2,74+2,74+2,74+2,74+2,16+2,https://cdn.sofifa.net/players/241/096/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png,9
0.498394352,224395,B. Bahn,"CAM, CM",68,68,1200000,5000,28,28/08/1992,180,69,27,F.C. Hansa Rostock,German 2. Bundesliga,2,CDM,8,,30/07/2020,2022,21,Germany,,,,Right,3,3,1,79,64,68,70,35,64,71,60,39,67,62,68,76,72,62,70,79,79,81,67,84,71,60,90,56,65,51,31,60,68,75,62,40,30,36,13,14,16,12,13,,63+2,63+2,63+2,69-1,67,67,67,69-1,68,68,68,69-1,64+2,64+2,64+2,69-1,59+2,54+2,54+2,54+2,59+2,55+2,44+2,44+2,44+2,55+2,19+2,https://cdn.sofifa.net/players/224/395/22_120.png,https://cdn.sofifa.net/teams/27/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png,0
0.977057045,237592,M. Blauensteiner,"RB, CB, RWB",65,66,775000,3000,26,11/02/1995,180,79,1787,SK Austria Klagenfurt,Austrian Football Bundesliga,1,CB,5,,6/08/2021,2023,4,Austria,,,,Right,3,3,1,70,47,59,61,59,69,67,42,56,64,47,60,57,41,56,62,72,69,66,59,64,58,71,68,72,43,62,61,56,48,54,53,58,60,59,9,5,8,9,9,,57+2,57+2,57+2,59,57,57,57,59,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,63+2,61+2,61+2,61+2,63+2,63+2,61+2,61+2,61+2,63+2,14+2,https://cdn.sofifa.net/players/237/592/22_120.png,https://cdn.sofifa.net/teams/1787/60.png,https://cdn.sofifa.net/flags/at.png,,https://cdn.sofifa.net/flags/at.png,1
0.94567552,226853,J. St. Juste,"CB, RB",76,80,9500000,19000,24,19/10/1996,184,74,169,1. FSV Mainz 05,German 1. Bundesliga,1,CB,4,,7/08/2019,2023,34,Netherlands,,,,Right,3,3,2,91,58,66,74,78,73,64,59,69,75,48,75,36,37,71,73,87,94,76,75,66,66,85,76,71,48,70,80,64,62,59,68,79,78,76,12,14,9,13,11,,69+2,69+2,69+2,71,70,70,70,71,70+2,70+2,70+2,73+2,71+2,71+2,71+2,73+2,76+2,75+2,75+2,75+2,76+2,77+2,76+2,76+2,76+2,77+2,19+2,https://cdn.sofifa.net/players/226/853/22_120.png,https://cdn.sofifa.net/teams/169/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/nl.png,4
0.246306667,222734,Kang Sang Woo,"LB, LW",72,73,2500000,6000,27,7/10/1993,176,62,1474,Pohang Steelers,Korean K League 1,1,CB,10,,1/01/2014,2021,167,South Korea,,,,Right,3,3,1,82,64,70,68,65,62,74,62,50,70,45,68,68,72,62,64,81,83,82,68,74,79,37,86,64,58,33,67,72,71,60,61,67,67,65,12,16,15,12,9,,67+2,67+2,67+2,70,69,69,69,70,69+2,69+2,69+2,71+2,68+2,68+2,68+2,71+2,71+2,66+2,66+2,66+2,71+2,70+2,62+2,62+2,62+2,70+2,19+2,https://cdn.sofifa.net/players/222/734/22_120.png,https://cdn.sofifa.net/teams/1474/60.png,https://cdn.sofifa.net/flags/kr.png,,https://cdn.sofifa.net/flags/kr.png,1
0.883358689,251653,IrazÃ¡bal,"CB, LB",62,71,825000,1000,24,28/11/1996,187,75,113356,SD Amorebieta,Spanish Segunda DivisiÃ³n,2,CB,19,,1/07/2020,2022,45,Spain,,,,Left,2,2,1,59,38,52,56,60,68,52,34,71,63,33,53,42,40,54,58,52,64,56,60,69,48,59,61,75,31,61,57,56,39,49,57,56,64,53,10,10,8,14,5,,53+2,53+2,53+2,52,52,52,52,52,52+2,52+2,52+2,54+2,54+2,54+2,54+2,54+2,58+2,59+2,59+2,59+2,58+2,59+2,62+2,62+2,62+2,59+2,15+2,https://cdn.sofifa.net/players/251/653/22_120.png,https://cdn.sofifa.net/teams/113356/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,9
