sofifa_id,short_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
209960,Pacheco,GK,80,82,17500000,25000,29,18/05/1992,186,81,463,Deportivo AlavÃ©s,Spain Primera Division,1,GK,1,,7/08/2015,2023,45,Spain,,,,Left,2,1,1,,,,,,,14,16,10,28,13,13,20,20,29,15,48,42,62,77,53,53,73,43,75,15,29,26,14,53,23,62,18,16,13,79,77,70,81,82,46,29+2,29+2,29+2,28,29,29,29,28,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,28+2,31+2,31+2,31+2,28+2,28+2,29+2,29+2,29+2,28+2,79+2,https://cdn.sofifa.net/players/209/960/22_120.png,https://cdn.sofifa.net/teams/463/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
210455,Jonny,"LWB, RWB",80,81,22000000,81000,27,3/03/1994,170,70,110,Wolverhampton Wanderers,English Premier League,1,SUB,19,,31/01/2019,2025,45,Spain,,,,Right,3,3,2,75,53,71,76,79,69,78,49,69,76,44,76,66,54,64,77,76,74,71,78,80,68,76,78,59,47,82,79,67,68,46,74,79,81,80,7,10,12,10,6,,66+2,66+2,66+2,71,70,70,70,71,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,78+2,76+2,76+2,76+2,78+2,78+2,76+2,76+2,76+2,78+2,16+2,https://cdn.sofifa.net/players/210/455/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
211117,D. Alli,"CAM, CM",80,82,26500000,90000,25,11/04/1996,188,80,18,Tottenham Hotspur,English Premier League,1,MID,20,,2/02/2015,2024,14,England,,,,Right,3,4,3,68,78,78,82,65,75,72,80,79,82,79,83,77,60,80,84,67,68,76,80,66,78,71,80,75,74,70,60,82,82,80,85,64,65,60,7,6,9,11,8,,79+3,79+3,79+3,79,80,80,80,79,80+2,80+2,80+2,79+3,80+2,80+2,80+2,79+3,72+3,73+3,73+3,73+3,72+3,70+3,69+3,69+3,69+3,70+3,16+3,https://cdn.sofifa.net/players/211/117/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
212151,T. Strakosha,GK,80,83,21000000,48000,26,19/03/1995,193,78,46,Lazio,Italian Serie A,1,SUB,1,,9/08/2012,2022,1,Albania,,,,Right,2,1,1,,,,,,,18,18,11,26,11,14,14,12,22,15,41,46,45,78,47,56,56,23,66,20,20,24,18,49,21,61,20,18,12,82,77,74,77,84,43,30+2,30+2,30+2,28,30,30,30,28,30+2,30+2,30+2,28+2,29+2,29+2,29+2,28+2,27+2,28+2,28+2,28+2,27+2,26+2,28+2,28+2,28+2,26+2,79+2,https://cdn.sofifa.net/players/212/151/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/al.png
212187,P. Max,LB,80,81,22000000,22000,27,30/09/1993,177,77,247,PSV,Holland Eredivisie,1,CB,31,,2/09/2020,2024,21,Germany,,,,Left,3,3,2,82,67,79,75,73,75,90,65,60,78,45,73,80,75,76,77,80,83,76,79,74,82,71,89,69,63,73,75,68,73,60,76,72,75,75,15,12,11,8,11,,71+2,71+2,71+2,75,74,74,74,75,74+2,74+2,74+2,77+2,76+2,76+2,76+2,77+2,79+2,76+2,76+2,76+2,79+2,78+2,73+2,73+2,73+2,78+2,19+2,https://cdn.sofifa.net/players/212/187/22_120.png,https://cdn.sofifa.net/teams/247/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/de.png
212814,JoÃ£o MÃ¡rio,"CM, CAM",80,80,21000000,19000,28,19/01/1993,179,73,234,SL Benfica,Portuguese Liga ZON SAGRES,1,MID,20,,13/07/2021,2026,38,Portugal,1354,SUB,24,Right,4,4,3,69,69,80,83,66,68,76,64,55,84,69,84,74,67,79,85,71,68,80,75,77,76,62,80,65,72,60,73,74,82,66,82,57,73,65,6,15,8,8,8,,72+3,72+3,72+3,77,77,77,77,77,79+1,79+1,79+1,78+2,80,80,80,78+2,74+3,74+3,74+3,74+3,74+3,72+3,67+3,67+3,67+3,72+3,16+3,https://cdn.sofifa.net/players/212/814/22_120.png,https://cdn.sofifa.net/teams/234/60.png,https://cdn.sofifa.net/flags/pt.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
213661,A. Christensen,CB,80,85,28000000,95000,25,10/04/1996,187,81,5,Chelsea,English Premier League,1,CB,4,,10/04/2013,2022,13,Denmark,1331,RCB,6,Right,3,2,2,65,31,65,68,83,72,49,36,79,79,25,66,41,39,71,73,60,69,61,79,60,31,75,68,73,20,73,82,32,62,36,76,83,84,82,10,12,8,6,8,,54+2,54+2,54+2,59,58,58,58,59,62+2,62+2,62+2,63+2,68+2,68+2,68+2,63+2,73+2,77+2,77+2,77+2,73+2,75+2,80+2,80+2,80+2,75+2,17+2,https://cdn.sofifa.net/players/213/661/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1331/60.png,https://cdn.sofifa.net/flags/dk.png
214584,F. Armani,GK,80,80,3600000,17000,34,16/10/1986,189,88,1876,River Plate,Argentina Primera DivisiÃ³n,1,GK,1,,12/01/2018,2023,52,Argentina,1369,SUB,1,Right,3,1,1,,,,,,,18,11,19,35,18,19,15,16,29,35,41,45,37,77,39,50,67,35,81,17,45,21,17,55,20,55,15,13,19,78,76,67,79,85,43,33+2,33+2,33+2,31,34,34,34,31,35+2,35+2,35+2,33+2,35+2,35+2,35+2,33+2,30+2,33+2,33+2,33+2,30+2,29+2,32+2,32+2,32+2,29+2,79+1,https://cdn.sofifa.net/players/214/584/22_120.png,https://cdn.sofifa.net/teams/1876/60.png,https://cdn.sofifa.net/flags/ar.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
215223,W. BenÃ­tez,GK,80,82,18000000,32000,28,19/01/1993,191,93,72,OGC Nice,French Ligue 1,1,GK,40,,1/07/2016,2023,52,Argentina,,,,Right,2,1,2,,,,,,,12,14,13,28,13,19,20,17,27,20,48,48,47,75,45,54,62,40,80,14,28,21,17,46,25,62,17,20,17,80,79,72,80,83,48,31+2,31+2,31+2,29,31,31,31,29,31+2,31+2,31+2,30+2,31+2,31+2,31+2,30+2,29+2,30+2,30+2,30+2,29+2,28+2,30+2,30+2,30+2,28+2,79+2,https://cdn.sofifa.net/players/215/223/22_120.png,https://cdn.sofifa.net/teams/72/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ar.png
215316,G. Rulli,GK,80,80,14500000,31000,29,20/05/1992,189,84,483,Villarreal CF,Spain Primera Division,1,GK,13,,4/09/2020,2024,52,Argentina,,,,Right,3,1,3,,,,,,,12,15,12,32,16,14,19,20,23,15,56,52,58,76,50,59,65,42,73,17,26,21,12,58,24,61,15,13,17,80,79,78,79,80,54,31+3,31+3,31+3,29,31,31,31,29,32+3,32+3,32+3,30+3,31+3,31+3,31+3,30+3,29+3,29+3,29+3,29+3,29+3,28+3,28+3,28+3,28+3,28+3,79+1,https://cdn.sofifa.net/players/215/316/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ar.png
216189,Capa,RB,80,80,18500000,32000,29,8/02/1992,175,75,448,Athletic Club de Bilbao,Spain Primera Division,1,CB,21,,2/07/2018,2022,45,Spain,,,,Right,3,3,2,82,64,76,77,74,88,81,56,60,80,54,76,80,58,67,77,81,83,81,74,86,83,81,93,86,67,86,76,76,75,54,78,74,78,76,12,13,6,12,11,,72+2,72+2,72+2,75,74,74,74,75,75+2,75+2,75+2,77+2,76+2,76+2,76+2,77+2,79+1,78+2,78+2,78+2,79+1,78+2,77+2,77+2,77+2,78+2,19+2,https://cdn.sofifa.net/players/216/189/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
217870,G. Di Lorenzo,RB,80,80,20500000,63000,27,4/08/1993,183,83,48,Napoli,Italian Serie A,1,CB,22,,1/07/2019,2026,27,Italy,1343,RB,2,Right,3,3,2,84,66,73,76,76,79,76,64,71,77,60,76,69,69,71,75,85,83,78,76,78,72,83,89,75,69,74,77,70,64,59,72,76,78,75,8,10,8,10,7,,72+2,72+2,72+2,74,73,73,73,74,73+2,73+2,73+2,75+2,74+2,74+2,74+2,75+2,78+2,76+2,76+2,76+2,78+2,78+2,76+2,76+2,76+2,78+2,16+2,https://cdn.sofifa.net/players/217/870/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
219683,C. Tolisso,"CM, CDM",80,81,24500000,78000,26,3/08/1994,181,81,21,FC Bayern MÃ¼nchen,German 1. Bundesliga,1,SUB,24,,1/07/2017,2022,18,France,,,,Right,3,3,3,66,77,77,78,76,78,65,75,83,82,60,76,66,67,84,82,69,64,75,82,76,85,83,77,76,82,83,76,79,80,61,75,75,77,72,7,10,14,9,14,,78+3,78+3,78+3,76,78,78,78,76,79+2,79+2,79+2,76+3,80+1,80+1,80+1,76+3,75+3,79+2,79+2,79+2,75+3,75+3,78+3,78+3,78+3,75+3,18+3,https://cdn.sofifa.net/players/219/683/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/fr.png
219953,Embarba,"RM, LM, ST",80,80,20500000,26000,29,7/05/1992,173,68,452,RCD Espanyol de Barcelona,Spain Primera Division,1,MID,23,,23/01/2020,2024,45,Spain,,,,Right,4,4,1,83,77,78,79,55,72,81,76,60,80,65,79,77,75,75,79,84,83,83,77,82,84,63,84,66,77,76,53,77,77,77,76,55,54,55,13,6,6,14,11,,76+2,76+2,76+2,79,78,78,78,79,79+1,79+1,79+1,79+1,76+2,76+2,76+2,79+1,71+2,68+2,68+2,68+2,71+2,68+2,62+2,62+2,62+2,68+2,18+2,https://cdn.sofifa.net/players/219/953/22_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
220182,J. Denayer,CB,80,83,24500000,64000,26,28/06/1995,184,80,66,Olympique Lyonnais,French Ligue 1,1,CB,5,,21/08/2018,2022,7,Belgium,1325,CB,3,Right,3,2,3,83,43,67,71,81,81,58,42,77,77,35,69,52,29,71,73,82,83,69,80,62,57,82,81,83,36,76,82,36,67,39,79,79,82,81,7,10,15,15,15,,61+3,61+3,61+3,65,63,63,63,65,66+3,66+3,66+3,68+3,70+3,70+3,70+3,68+3,77+3,78+3,78+3,78+3,77+3,78+3,80+3,80+3,80+3,78+3,19+3,https://cdn.sofifa.net/players/220/182/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
220971,N. KeÃ¯ta,CM,80,83,27500000,110000,26,10/02/1995,172,64,9,Liverpool,English Premier League,1,SUB,8,,1/07/2018,2023,118,Guinea,,,,Right,4,4,2,70,73,75,85,65,66,62,74,42,83,71,85,64,70,75,86,77,65,88,80,90,76,52,73,59,73,78,76,74,80,58,81,68,64,62,7,14,15,14,9,,73+2,73+2,73+2,78,78,78,78,78,80+2,80+2,80+2,78+2,79+2,79+2,79+2,78+2,73+2,75+2,75+2,75+2,73+2,70+2,66+2,66+2,66+2,70+2,19+2,https://cdn.sofifa.net/players/220/971/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gn.png
221087,Pau LÃ³pez,GK,80,80,16500000,44000,26,13/12/1994,189,77,219,Olympique de Marseille,French Ligue 1,1,SUB,16,Roma,,2022,45,Spain,,,,Left,3,1,1,,,,,,,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,54,71,42,52,18,39,16,20,62,25,62,19,20,11,80,79,72,80,82,48,31+2,31+2,31+2,31,33,33,33,31,35+2,35+2,35+2,34+2,36+2,36+2,36+2,34+2,30+2,32+2,32+2,32+2,30+2,29+2,28+2,28+2,28+2,29+2,79+1,https://cdn.sofifa.net/players/221/087/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/es.png
221660,V. LindelÃ¶f,CB,80,82,23000000,105000,26,17/07/1994,187,80,11,Manchester United,English Premier League,1,SUB,2,,1/07/2017,2024,46,Sweden,1363,RCB,3,Right,4,3,2,63,51,73,72,81,78,62,42,76,79,38,70,64,59,80,77,61,65,62,83,60,72,77,77,76,52,83,82,51,72,54,83,82,81,78,12,16,8,7,9,,64+2,64+2,64+2,66,66,66,66,66,69+2,69+2,69+2,69+2,74+2,74+2,74+2,69+2,76+2,80+2,80+2,80+2,76+2,76+2,80+2,80+2,80+2,76+2,19+2,https://cdn.sofifa.net/players/221/660/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1363/60.png,https://cdn.sofifa.net/flags/se.png
222331,L. Klostermann,"CB, RB, RWB",80,84,26500000,67000,25,3/06/1996,187,88,112172,RB Leipzig,German 1. Bundesliga,1,SUB,16,,22/08/2014,2024,21,Germany,1337,SUB,26,Right,3,2,2,85,51,64,71,82,77,72,59,78,74,41,71,45,22,63,73,81,89,63,81,60,58,82,82,76,31,72,81,70,55,26,68,84,81,86,8,12,10,7,7,,69+2,69+2,69+2,70,69,69,69,70,68+2,68+2,68+2,72+2,69+2,69+2,69+2,72+2,80+2,76+2,76+2,76+2,80+2,81+2,80+2,80+2,80+2,81+2,17+2,https://cdn.sofifa.net/players/222/331/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
222716,Everton,"LM, CAM",80,83,28000000,17000,25,22/03/1996,174,72,234,SL Benfica,Portuguese Liga ZON SAGRES,1,MID,7,,14/08/2020,2025,54,Brazil,,,,Right,3,4,1,86,75,73,85,32,62,74,75,45,75,71,86,81,56,67,85,87,86,89,79,84,77,61,80,60,76,43,36,74,75,64,79,25,33,29,13,16,15,14,15,,74+2,74+2,74+2,80,79,79,79,80,79+2,79+2,79+2,79+2,73+2,73+2,73+2,79+2,61+2,56+2,56+2,56+2,61+2,57+2,45+2,45+2,45+2,57+2,22+2,https://cdn.sofifa.net/players/222/716/22_120.png,https://cdn.sofifa.net/teams/234/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/br.png
223724,S. Lainer,RB,80,80,19000000,34000,28,27/08/1992,175,73,23,Borussia MÃ¶nchengladbach,German 1. Bundesliga,1,SUB,18,,1/07/2019,2024,4,Austria,,,,Right,3,2,2,78,63,70,75,74,80,78,59,64,76,63,76,65,33,70,71,79,78,76,77,78,73,69,92,72,65,88,74,66,60,45,75,75,77,74,10,14,7,8,7,,69+2,69+2,69+2,72,70,70,70,72,70+2,70+2,70+2,74+2,72+2,72+2,72+2,74+2,77+2,75+2,75+2,75+2,77+2,77+2,74+2,74+2,74+2,77+2,17+2,https://cdn.sofifa.net/players/223/724/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/at.png
223816,J. RodrÃ­guez,"ST, LW",80,80,23000000,79000,27,6/07/1993,177,79,1878,Cruz Azul,Mexican Liga MX,1,ST,21,,1/01/2019,2022,60,Uruguay,,,,Right,3,4,1,88,80,67,81,38,76,68,84,71,67,72,81,64,62,65,81,90,87,91,80,72,80,74,84,76,72,68,35,81,68,80,72,23,40,45,12,14,10,7,10,,80,80,80,79,79,79,79,79,77+2,77+2,77+2,78+2,70+2,70+2,70+2,78+2,62+2,58+2,58+2,58+2,62+2,60+2,53+2,53+2,53+2,60+2,18+2,https://cdn.sofifa.net/players/223/816/22_120.png,https://cdn.sofifa.net/teams/1878/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/uy.png
223959,L. Torreira,"CDM, CM",80,84,26500000,77000,25,11/02/1996,166,60,110374,Fiorentina,Italian Serie A,1,SUB,18,Arsenal,,2022,60,Uruguay,,,,Right,3,3,2,74,67,74,79,79,75,71,61,59,78,65,77,70,72,73,79,76,72,86,77,90,78,52,84,68,74,86,83,68,74,48,78,80,82,76,5,5,13,7,9,,70+2,70+2,70+2,74,73,73,73,74,75+2,75+2,75+2,75+2,77+2,77+2,77+2,75+2,78+2,79+2,79+2,79+2,78+2,77+2,76+2,76+2,76+2,77+2,15+2,https://cdn.sofifa.net/players/223/959/22_120.png,https://cdn.sofifa.net/teams/110374/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/uy.png
224179,Borja Iglesias,ST,80,80,21500000,34000,28,17/01/1993,187,86,449,Real Betis BalompiÃ©,Spain Primera Division,1,ST,9,,14/08/2019,2024,45,Spain,,,,Right,3,3,1,65,80,64,74,35,80,50,82,80,73,71,74,51,36,65,79,61,69,60,76,73,83,70,71,90,74,69,30,83,71,79,80,32,31,18,14,12,16,13,16,,79+1,79+1,79+1,72,76,76,76,72,74+2,74+2,74+2,71+2,69+2,69+2,69+2,71+2,53+2,56+2,56+2,56+2,53+2,50+2,51+2,51+2,51+2,50+2,21+2,https://cdn.sofifa.net/players/224/179/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
224309,Joan JordÃ¡n,"CM, CDM",80,81,24500000,33000,26,6/07/1994,183,74,481,Sevilla FC,Spain Primera Division,1,MID,8,,4/07/2019,2023,45,Spain,,,,Right,4,4,1,63,75,81,77,67,76,70,75,47,84,59,79,83,81,84,80,59,66,67,77,58,80,55,81,74,78,80,69,69,82,69,77,67,76,54,13,12,13,12,9,,72+2,72+2,72+2,75,76,76,76,75,78+2,78+2,78+2,76+2,80+1,80+1,80+1,76+2,72+2,76+2,76+2,76+2,72+2,69+2,69+2,69+2,69+2,69+2,19+2,https://cdn.sofifa.net/players/224/309/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
225085,J. Bamba,LM,80,83,28000000,42000,25,26/03/1996,175,70,65,LOSC Lille,French Ligue 1,1,MID,7,,2/07/2018,2023,18,France,,,,Right,4,4,2,89,75,74,81,39,69,74,73,61,76,68,81,75,67,66,81,89,89,83,78,84,78,73,82,64,75,62,36,79,77,76,78,33,39,38,15,14,15,8,9,,76+2,76+2,76+2,79,79,79,79,79,78+2,78+2,78+2,79+2,73+2,73+2,73+2,79+2,63+2,59+2,59+2,59+2,63+2,60+2,51+2,51+2,51+2,60+2,19+2,https://cdn.sofifa.net/players/225/085/22_120.png,https://cdn.sofifa.net/teams/65/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
225201,Ãlex Berenguer,"RM, LM",80,81,25000000,32000,25,4/07/1995,175,73,448,Athletic Club de Bilbao,Spain Primera Division,1,MID,7,,2/10/2020,2024,45,Spain,,,,Right,4,3,1,82,76,76,81,63,65,76,79,49,79,70,80,74,75,65,81,86,79,85,79,84,77,73,74,56,72,72,65,79,78,69,73,65,64,66,14,16,8,6,13,,75+2,75+2,75+2,80,79,79,79,80,79+2,79+2,79+2,79+2,75+2,75+2,75+2,79+2,73+2,71+2,71+2,71+2,73+2,71+2,65+2,65+2,65+2,71+2,19+2,https://cdn.sofifa.net/players/225/201/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
225953,S. Bergwijn,"LM, LW, RM",80,84,30000000,82000,23,8/10/1997,178,78,18,Tottenham Hotspur,English Premier League,1,SUB,23,,29/01/2020,2025,34,Netherlands,105035,SUB,7,Right,2,4,2,85,78,75,82,39,69,77,75,60,80,75,84,78,66,63,82,87,84,79,78,89,84,68,74,75,81,50,34,78,77,68,76,52,28,26,11,14,12,14,13,,78+2,78+2,78+2,80,80,80,80,80,79+2,79+2,79+2,79+2,72+2,72+2,72+2,79+2,62+2,58+2,58+2,58+2,62+2,58+2,51+2,51+2,51+2,58+2,20+2,https://cdn.sofifa.net/players/225/953/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
226491,K. Tierney,"LB, CB, LWB",80,86,31000000,69000,24,5/06/1997,178,70,1,Arsenal,English Premier League,1,CB,3,,8/08/2019,2024,42,Scotland,1359,LCB,6,Left,3,3,2,84,60,75,77,75,79,82,52,59,77,38,78,72,56,68,77,86,83,76,76,77,79,80,86,74,66,84,77,73,73,42,74,78,76,76,13,16,8,12,13,,70+2,70+2,70+2,75,74,74,74,75,74+2,74+2,74+2,76+2,75+2,75+2,75+2,76+2,79+2,77+2,77+2,77+2,79+2,78+2,75+2,75+2,75+2,78+2,20+2,https://cdn.sofifa.net/players/226/491/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1359/60.png,https://cdn.sofifa.net/flags/gb-sct.png
226754,I. Bennacer,"CM, CDM",80,84,30000000,41000,23,1/12/1997,175,70,47,AC Milan,Italian Serie A,1,SUB,4,,4/08/2019,2024,97,Algeria,,,,Left,3,4,2,73,67,80,84,73,73,72,63,62,84,64,84,70,73,83,84,80,67,86,81,88,74,78,79,66,72,81,75,64,81,68,79,74,76,69,9,12,10,16,15,,72+2,72+2,72+2,77,76,76,76,77,79+2,79+2,79+2,78+2,80+2,80+2,80+2,78+2,77+2,79+2,79+2,79+2,77+2,75+2,74+2,74+2,74+2,75+2,20+2,https://cdn.sofifa.net/players/226/754/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/dz.png
227290,M. DmitroviÄ‡,GK,80,81,16000000,26000,29,24/01/1992,194,94,481,Sevilla FC,Spain Primera Division,1,SUB,1,,4/07/2021,2025,51,Serbia,,,,Left,2,1,1,,,,,,,30,20,20,40,20,8,20,18,40,9,39,35,32,76,37,59,50,45,79,17,20,17,9,45,58,59,19,22,20,77,79,78,80,81,37,30+2,30+2,30+2,26,28,28,28,26,29+2,29+2,29+2,29+2,32+2,32+2,32+2,29+2,30+2,32+2,32+2,32+2,30+2,30+2,30+2,30+2,30+2,30+2,79+2,https://cdn.sofifa.net/players/227/290/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/rs.png
227813,O. Zinchenko,"LB, CDM",80,85,29500000,95000,24,15/12/1996,175,64,10,Manchester City,English Premier League,1,SUB,11,,4/07/2016,2024,49,Ukraine,1366,LCM,17,Left,3,3,2,73,65,80,80,77,69,82,58,70,82,61,80,81,76,78,82,75,71,78,78,78,77,72,76,63,71,74,77,75,78,59,80,78,79,76,15,11,13,11,11,,72+2,72+2,72+2,76,76,76,76,76,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,78+2,78+2,78+2,78+2,78+2,78+2,75+2,75+2,75+2,78+2,19+2,https://cdn.sofifa.net/players/227/813/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1366/60.png,https://cdn.sofifa.net/flags/ua.png
227928,NÃ©lson Semedo,"RWB, RB",80,81,22000000,81000,27,16/11/1993,177,69,110,Wolverhampton Wanderers,English Premier League,1,CDM,22,,23/09/2020,2023,38,Portugal,1354,SUB,2,Right,3,4,2,82,57,68,81,75,75,76,50,58,75,42,81,61,30,65,79,81,83,87,79,79,74,81,84,67,60,81,76,72,62,38,79,75,79,77,16,12,10,14,12,,69+2,69+2,69+2,74,72,72,72,74,73+2,73+2,73+2,75+2,73+2,73+2,73+2,75+2,78+2,75+2,75+2,75+2,78+2,77+2,75+2,75+2,75+2,77+2,21+2,https://cdn.sofifa.net/players/227/928/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
229237,M. Akanji,CB,80,83,25000000,54000,25,19/07/1995,187,91,22,Borussia Dortmund,German 1. Bundesliga,1,CB,16,,15/01/2018,2023,47,Switzerland,,,,Right,4,2,2,81,48,67,74,81,77,53,38,78,79,42,74,54,59,69,75,77,84,69,81,65,75,83,72,80,48,74,81,37,65,40,76,82,82,76,10,9,13,6,9,,64+2,64+2,64+2,65,65,65,65,65,67+2,67+2,67+2,68+2,70+2,70+2,70+2,68+2,75+2,77+2,77+2,77+2,75+2,77+2,80+2,80+2,80+2,77+2,17+2,https://cdn.sofifa.net/players/229/237/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
229261,D. Zakaria,"CDM, CB",80,86,30500000,28000,24,20/11/1996,191,81,23,Borussia MÃ¶nchengladbach,German 1. Bundesliga,1,SUB,8,,1/07/2017,2022,47,Switzerland,,,,Right,3,3,2,83,64,72,75,80,84,67,66,67,79,35,76,63,46,73,76,79,86,67,82,64,73,66,81,87,63,85,80,65,73,38,83,81,82,79,12,12,7,13,11,,72+2,72+2,72+2,74,74,74,74,74,74+2,74+2,74+2,75+2,76+2,76+2,76+2,75+2,79+2,79+2,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,19+2,https://cdn.sofifa.net/players/229/261/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
