Random,sofifa_id,short_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url,PDF
0.534243692,235805,F. Chiesa,"RW, LW, RM",83,91,80500000,74000,23,25/10/1997,175,70,45,Juventus,Italian Serie A,1,MID,22,Fiorentina,,2022,27,Italy,1343,RW,14,Right,4,4,3,91,81,74,85,48,73,73,79,50,78,80,89,78,52,72,82,91,91,87,83,81,86,53,85,71,84,69,30,81,75,62,78,65,44,44,6,7,8,9,7,,79+3,79+3,79+3,83,82,82,82,83,82+3,82+3,82+3,82+3,75+3,75+3,75+3,82+3,67+3,64+3,64+3,64+3,67+3,64+3,57+3,57+3,57+3,64+3,16+3,https://cdn.sofifa.net/players/235/805/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png,8
0.771984726,195864,P. Pogba,"CM, LM",87,87,79500000,220000,28,15/03/1993,191,84,11,Manchester United,English Premier League,1,CDM,6,,9/08/2016,2022,18,France,1335,RCM,6,Right,4,5,4,71,81,86,86,65,83,77,75,74,88,84,88,85,82,92,90,63,77,73,83,67,90,82,77,89,84,78,65,80,89,81,88,59,67,63,5,6,2,4,3,,82+3,82+3,82+3,82,83,83,83,82,85+2,85+2,85+2,83+3,85+2,85+2,85+2,83+3,74+3,78+3,78+3,78+3,74+3,72+3,72+3,72+3,72+3,72+3,13+3,https://cdn.sofifa.net/players/195/864/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png,0
0.913864658,158023,L. Messi,"RW, ST, CF",93,93,78000000,320000,34,24/06/1987,170,72,73,Paris Saint-Germain,French Ligue 1,1,AM,30,,10/08/2021,2023,52,Argentina,1369,RW,10,Left,4,4,5,85,92,91,95,34,65,85,95,70,91,88,96,93,94,91,96,91,80,91,94,95,86,68,72,69,94,44,40,93,95,75,96,20,35,24,6,11,15,14,8,,89+3,89+3,89+3,92,93,93,93,92,93,93,93,91+2,87+3,87+3,87+3,91+2,66+3,64+3,64+3,64+3,66+3,61+3,50+3,50+3,50+3,61+3,19+3,https://cdn.sofifa.net/players/158/023/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png,0
0.190008505,235243,M. de Ligt,CB,85,90,75000000,81000,21,12/08/1999,189,89,45,Juventus,Italian Serie A,1,CB,4,,18/07/2019,2024,34,Netherlands,105035,SUB,3,Right,3,2,3,73,59,60,69,84,87,52,50,85,75,45,65,48,55,63,73,71,75,60,84,62,82,93,75,93,66,83,81,44,45,40,82,84,85,85,12,11,11,12,10,,68+3,68+3,68+3,64,65,65,65,64,64+3,64+3,64+3,65+3,67+3,67+3,67+3,65+3,75+3,78+3,78+3,78+3,75+3,78+3,84+3,84+3,84+3,78+3,19+3,https://cdn.sofifa.net/players/235/243/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png,5
0.716619835,232363,M. Å kriniar,CB,86,88,74000000,150000,26,11/02/1995,188,80,44,Inter,Italian Serie A,1,CB,37,,7/07/2017,2023,43,Slovakia,,,,Right,3,2,3,80,41,53,69,87,84,40,42,81,72,40,67,34,30,49,72,76,84,54,86,56,50,84,79,86,30,84,86,30,46,56,87,90,88,82,10,13,12,8,12,,60+3,60+3,60+3,60,60,60,60,60,60+3,60+3,60+3,62+3,64+3,64+3,64+3,62+3,76+3,77+3,77+3,77+3,76+3,78+3,85+3,85+3,85+3,78+3,19+3,https://cdn.sofifa.net/players/232/363/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/sk.png,2
0.064721437,210514,JoÃ£o Cancelo,"RB, LB",86,87,71500000,185000,27,27/05/1994,182,74,10,Manchester City,English Premier League,1,CB,27,,7/08/2019,2025,38,Portugal,1354,RB,20,Right,4,4,3,85,71,83,84,80,72,86,68,72,85,62,85,84,69,78,85,86,84,80,85,78,80,72,90,62,75,73,80,80,83,46,85,79,82,80,6,9,15,14,14,,78+3,78+3,78+3,82,81,81,81,82,82+3,82+3,82+3,83+3,83+3,83+3,83+3,83+3,84+3,81+3,81+3,81+3,84+3,83+3,78+3,78+3,78+3,83+3,19+3,https://cdn.sofifa.net/players/210/514/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png,1
0.090123766,241461,Ferran Torres,"RW, ST",82,90,68500000,120000,21,29/02/2000,184,77,10,Manchester City,English Premier League,1,ST,21,,4/08/2020,2025,45,Spain,1362,RW,11,Right,4,4,1,82,79,78,82,35,66,77,81,73,80,74,84,71,60,78,81,87,78,82,81,76,79,75,73,70,76,45,34,84,84,66,82,35,24,28,12,9,11,15,12,,80+2,80+2,80+2,82,82,82,82,82,82+2,82+2,82+2,81+2,75+2,75+2,75+2,81+2,61+2,58+2,58+2,58+2,61+2,57+2,49+2,49+2,49+2,57+2,20+2,https://cdn.sofifa.net/players/241/461/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png,8
0.937763578,208093,Gerard Moreno,"ST, RM, RW",86,86,68000000,73000,29,7/04/1992,180,77,483,Villarreal CF,Spain Primera Division,1,ST,7,,2/07/2018,2027,45,Spain,1362,ST,9,Left,4,3,2,79,86,77,84,46,73,77,89,82,81,81,86,75,62,75,85,80,78,77,89,70,83,76,79,75,83,61,42,87,78,85,78,44,41,41,15,12,7,12,10,,84+2,84+2,84+2,83,84,84,84,83,83+2,83+2,83+2,83+2,78+2,78+2,78+2,83+2,66+2,64+2,64+2,64+2,66+2,64+2,58+2,58+2,58+2,64+2,20+2,https://cdn.sofifa.net/players/208/093/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png,0
0.710995168,192387,C. Immobile,ST,87,87,67500000,125000,31,20/02/1990,185,85,46,Lazio,Italian Serie A,1,ST,17,,27/07/2016,2025,27,Italy,1343,ST,17,Right,4,3,4,86,87,67,81,39,77,55,91,81,80,85,80,70,51,53,83,84,87,75,90,85,86,82,78,76,80,77,40,91,71,88,79,34,33,32,6,8,15,12,6,,86+1,86+1,86+1,81,84,84,84,81,81+3,81+3,81+3,79+3,73+3,73+3,73+3,79+3,61+3,60+3,60+3,60+3,61+3,59+3,56+3,56+3,56+3,59+3,17+3,https://cdn.sofifa.net/players/192/387/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png,0
0.774732532,226790,W. Ndidi,"CDM, CM",85,88,66500000,120000,24,16/12/1996,183,74,95,Leicester City,English Premier League,1,CDM,25,,5/01/2017,2024,133,Nigeria,,,,Right,4,3,1,67,62,69,74,87,83,53,50,72,78,68,72,60,60,75,77,65,68,69,88,66,80,90,90,78,70,87,90,67,67,57,80,87,90,85,13,14,7,7,13,,70+2,70+2,70+2,69,71,71,71,69,72+2,72+2,72+2,71+2,77+2,77+2,77+2,71+2,79+2,83+2,83+2,83+2,79+2,80+2,84+2,84+2,84+2,80+2,20+2,https://cdn.sofifa.net/players/226/790/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ng.png,3
0.704577789,223848,S. MilinkoviÄ‡-SaviÄ‡,"CM, CDM, CAM",85,87,66000000,100000,26,27/02/1995,191,76,46,Lazio,Italian Serie A,1,MID,21,,6/08/2015,2024,51,Serbia,,,,Right,5,4,3,68,79,80,81,79,86,64,80,86,85,74,84,80,78,85,86,66,70,62,83,63,83,85,91,87,80,79,78,79,82,56,84,78,79,74,7,10,7,16,7,,81+3,81+3,81+3,79,81,81,81,79,81+3,81+3,81+3,80+3,84+3,84+3,84+3,80+3,78+3,82+3,82+3,82+3,78+3,78+3,81+3,81+3,81+3,78+3,18+3,https://cdn.sofifa.net/players/223/848/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/rs.png,2
0.226220169,165153,K. Benzema,"CF, ST",89,89,66000000,350000,33,19/12/1987,185,81,243,Real Madrid CF,Spain Primera Division,1,ST,9,,9/07/2009,2023,18,France,1335,CF,19,Right,4,4,4,76,86,81,87,39,77,75,90,89,86,86,87,81,73,73,90,77,75,79,91,72,85,79,78,82,79,63,39,90,87,84,90,43,24,18,13,11,5,5,7,,87+2,87+2,87+2,85,87,87,87,85,86+3,86+3,86+3,84+3,80+3,80+3,80+3,84+3,63+3,62+3,62+3,62+3,63+3,59+3,55+3,55+3,55+3,59+3,18+3,https://cdn.sofifa.net/players/165/153/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png,0
